rel_enh,backend,preset,rel_prep,sr_in,sr_out,dur_in_s,dur_out_s,peak_in_dbfs,peak_out_dbfs,delta_peak_db,rms_in_dbfs,rms_out_dbfs,delta_rms_db,clip_in_pct,clip_out_pct,delta_clip_pct,crest_in,crest_out,delta_crest,flat_in,flat_out,delta_flat,centroid_in_hz,centroid_out_hz,delta_centroid_hz,lufs_in,lufs_out,delta_lufs,srmr_in,srmr_out,delta_srmr,error,vad_speech_ratio_in,vad_speech_ratio_out,delta_vad_speech_ratio,vad_seg_count_in,vad_seg_count_out,delta_vad_seg_count,vad_seg_mean_dur_in_s,vad_seg_mean_dur_out_s,delta_vad_seg_mean_dur_s,speech_level_in_dbfs,speech_level_out_dbfs,delta_speech_level_db,nonspeech_level_in_dbfs,nonspeech_level_out_dbfs,delta_nonspeech_level_db,speech_nonspeech_snr_in_db,speech_nonspeech_snr_out_db,delta_speech_nonspeech_snr_db,emb_temporal_smoothness_in,emb_temporal_smoothness_out,delta_emb_temporal_smoothness,num_clusters_in,num_clusters_out,silhouette_in,silhouette_out,db_index_in,db_index_out,calinski_harabasz_in,calinski_harabasz_out,between_cluster_min_cos_in,between_cluster_min_cos_out,cluster_size_cv_in,cluster_size_cv_out,rtf_out,dnsmos_sig_out,dnsmos_bak_out,dnsmos_ovrl_out
enh/metricgan/medium/data/raw/2025/09/08/68d77e1211ad8d7de70bb869c49a8e561b7ce00c6ee23a5d5fff8c6175c125f6__250728_0908.wav,metricgan,medium,prep/data/raw/2025/09/08/68d77e1211ad8d7de70bb869c49a8e561b7ce00c6ee23a5d5fff8c6175c125f6__250728_0908.wav,44100,44100,132.417347,132.417392,-1.0,-1.006,-0.006,-20.271,-19.678,0.593,0.0,0.0,0.0,9.195018,8.582569,-0.612449,0.001443,0.000761,-0.000682,944.179,826.385,-117.794,-18.893,-18.258,0.635,11.326158,11.914174,0.588016,,,,,,,,,,,,,,,,,,,,0.678151,0.682067,0.003916,37,29,0.134351,0.122328,1.510366,1.542789,4.126866,5.210393,0.242735,0.183423,1.413313,1.492052,,,,
enh/metricgan/medium/data/raw/2025/09/08/7f72f6b93587d0ac73afa53fbd3fa8fbe3bdd720bab212cea69ef568b6aff45a__250714_1636.wav,metricgan,medium,prep/data/raw/2025/09/08/7f72f6b93587d0ac73afa53fbd3fa8fbe3bdd720bab212cea69ef568b6aff45a__250714_1636.wav,44100,44100,64.072449,64.072517,-1.0,-0.991,0.009,-22.136,-23.318,-1.182,0.0,0.0,0.0,11.397426,13.072049,1.674623,0.000516,0.000287,-0.000229,864.838,843.826,-21.012,-21.44,-22.442,-1.002,7.474037,9.201904,1.727867,,,,,,,,,,,,,,,,,,,,0.739335,0.729183,-0.010152,19,17,0.192497,0.098026,1.479332,1.493283,4.088604,3.525589,0.229685,0.298637,1.004384,1.109508,,,,
enh/metricgan/medium/data/raw/2025/09/08/82e73a5bbebf08a111d71f3f8530350306a39f2177e2487b63644e2fe727e648__250728_0922.wav,metricgan,medium,prep/data/raw/2025/09/08/82e73a5bbebf08a111d71f3f8530350306a39f2177e2487b63644e2fe727e648__250728_0922.wav,44100,44100,113.507755,113.507823,-1.0,-0.772,0.228,-20.818,-20.22,0.598,0.0,0.0,0.0,9.793027,9.383535,-0.409492,0.001748,0.000894,-0.000854,956.203,839.32,-116.883,-19.651,-18.959,0.692,11.371776,11.885804,0.514028,,,,,,,,,,,,,,,,,,,,0.734391,0.673801,-0.06059,28,21,0.117498,0.117812,1.529247,1.439956,4.146675,5.213267,0.160142,0.178066,1.330464,1.759924,,,,
enh/metricgan/medium/data/raw/2025/09/08/861f81ada6fdb0ab6e56ba910b291eb680ddda84209778cc755e4edd8414bb30__250816_1803.wav,metricgan,medium,prep/data/raw/2025/09/08/861f81ada6fdb0ab6e56ba910b291eb680ddda84209778cc755e4edd8414bb30__250816_1803.wav,44100,44100,11.62449,11.624512,-2.48,-0.921,1.559,-25.866,-24.271,1.595,0.0,0.0,0.0,14.768243,14.707228,-0.061015,0.002026,0.00076,-0.001266,1297.559,1028.967,-268.592,-22.074,-19.659,2.415,4.536083,5.234407,0.698324,,,,,,,,,,,,,,,,,,,,0.640186,0.675604,0.035418,8,8,0.30764,0.17851,0.7347,0.7732,3.143779,2.512341,0.315807,0.26928,0.377964,0.6227,,,,
enh/metricgan/medium/data/raw/2025/09/08/8682186d89e962ebcf0c268dc7e536a2b4dbedbff360d05b8addcdd71352ab55__250728_0935.wav,metricgan,medium,prep/data/raw/2025/09/08/8682186d89e962ebcf0c268dc7e536a2b4dbedbff360d05b8addcdd71352ab55__250728_0935.wav,44100,44100,131.888163,131.888209,-1.0,-0.876,0.124,-19.857,-19.581,0.276,0.0,0.0,0.0,8.766823,8.614838,-0.151985,0.002184,0.001011,-0.001173,1115.182,888.344,-226.838,-18.445,-18.117,0.328,10.298665,10.876029,0.577364,,,,,,,,,,,,,,,,,,,,0.742653,0.677353,-0.0653,18,16,0.110342,0.126784,1.7122,1.748166,5.860895,7.931628,0.296175,0.318814,1.548656,1.185581,,,,
enh/metricgan/medium/data/raw/2025/09/08/87d3da66f260427a0d414d286512861614b0632e326f85037883f27f00b1c3b7__250820_1543_01.wav,metricgan,medium,prep/data/raw/2025/09/08/87d3da66f260427a0d414d286512861614b0632e326f85037883f27f00b1c3b7__250820_1543_01.wav,44100,44100,19.173878,19.173946,-1.0,-0.998,0.002,-19.868,-20.728,-0.86,0.0,0.0,0.0,8.778323,9.694087,0.915764,0.000666,0.00057,-9.6e-05,895.644,858.359,-37.285,-18.879,-19.703,-0.824,8.646536,9.76356,1.117024,,,,,,,,,,,,,,,,,,,,0.63268,0.672318,0.039638,10,8,0.223474,0.225407,1.196008,1.181935,2.677349,3.45986,0.210324,0.227718,0.381881,0.666667,,,,
enh/metricgan/medium/data/raw/2025/09/08/903172ffbbfb9d2ff7f7232c7e3467a7e190ddb09cc22eb64351081091dc1e23__250820_1600.wav,metricgan,medium,prep/data/raw/2025/09/08/903172ffbbfb9d2ff7f7232c7e3467a7e190ddb09cc22eb64351081091dc1e23__250820_1600.wav,44100,44100,80.867959,80.868005,-1.0,-0.983,0.017,-23.546,-23.101,0.445,0.0,0.0,0.0,13.405684,12.761523,-0.644161,0.000943,0.000679,-0.000264,833.429,741.586,-91.843,-22.318,-21.798,0.52,10.193971,10.556057,0.362086,,,,,,,,,,,,,,,,,,,,0.717318,0.718303,0.000985,18,15,0.097824,0.127903,1.504431,1.551189,3.724069,4.825466,0.272702,0.338555,1.320081,1.340951,,,,
enh/metricgan/medium/data/raw/2025/09/08/93af91b2d487987837193951901b7bc2a92cd56a70972e922b34dd7a7e2f8914__250820_1544.wav,metricgan,medium,prep/data/raw/2025/09/08/93af91b2d487987837193951901b7bc2a92cd56a70972e922b34dd7a7e2f8914__250820_1544.wav,44100,44100,30.953673,30.953696,-1.0,-0.954,0.046,-20.293,-21.257,-0.964,0.0,0.0,0.0,9.218418,10.35515,1.136732,0.000433,0.000342,-9.1e-05,857.879,852.966,-4.913,-19.654,-20.634,-0.98,11.676231,11.916469,0.240238,,,,,,,,,,,,,,,,,,,,0.728199,0.708877,-0.019322,9,6,0.154176,0.173646,1.477772,1.738362,2.900685,4.077507,0.482224,0.459098,0.972754,0.634429,,,,
enh/metricgan/medium/data/raw/2025/09/08/93b95afc1cba4e79bb098d28307af4bb581a427c2733bb91de4c337c06b93d2a__250805_1359.wav,metricgan,medium,prep/data/raw/2025/09/08/93b95afc1cba4e79bb098d28307af4bb581a427c2733bb91de4c337c06b93d2a__250805_1359.wav,44100,44100,110.417347,110.417392,-1.0,-0.775,0.225,-20.802,-19.731,1.071,0.0,0.0,0.0,9.774552,8.867527,-0.907025,0.001438,0.000772,-0.000666,1104.545,949.34,-155.205,-19.759,-18.678,1.081,11.407421,11.663331,0.25591,,,,,,,,,,,,,,,,,,,,0.744534,0.716932,-0.027602,26,19,0.131984,0.117296,1.502615,1.694198,4.21768,5.760762,0.175018,0.227742,1.404026,1.441777,,,,
enh/metricgan/medium/data/raw/2025/09/08/997ef4d89f963fca36b010dbb74d67309bed3b8e4c9765026fe21f1bf97d5eec__250805_1408.wav,metricgan,medium,prep/data/raw/2025/09/08/997ef4d89f963fca36b010dbb74d67309bed3b8e4c9765026fe21f1bf97d5eec__250805_1408.wav,44100,44100,82.337959,82.338005,-1.0,-0.902,0.098,-19.935,-19.175,0.76,0.0,0.0,0.0,8.84557,8.197099,-0.648471,0.000369,0.000268,-0.000101,993.106,878.725,-114.381,-18.37,-17.613,0.757,10.267693,10.366413,0.09872,,,,,,,,,,,,,,,,,,,,0.69751,0.717179,0.019669,29,18,0.231516,0.167798,1.311957,1.478818,4.770471,5.431976,0.213822,0.177398,1.101268,1.31703,,,,
enh/metricgan/medium/data/raw/2025/09/08/9ecfcb28b7f4114c15be6ecb4e3cc92a3f1d447a8c7bf46a75d519113583eaf3__250805_1417.wav,metricgan,medium,prep/data/raw/2025/09/08/9ecfcb28b7f4114c15be6ecb4e3cc92a3f1d447a8c7bf46a75d519113583eaf3__250805_1417.wav,44100,44100,164.241429,164.241451,-1.376,-0.949,0.427,-23.649,-22.263,1.386,0.0,0.0,0.0,12.99099,11.633399,-1.357591,0.005226,0.002311,-0.002915,1133.821,913.388,-220.433,-22.438,-20.859,1.579,10.169397,10.366103,0.196706,,,,,,,,,,,,,,,,,,,,0.722425,0.6958,-0.026625,27,18,0.074545,0.057413,1.783556,1.743722,4.346627,6.573916,0.255588,0.250333,1.61963,1.591597,,,,
enh/metricgan/medium/data/raw/2025/09/08/a1c13511c80de1f73d24c0ca08aa0d91f996f83f8807d0c0f632690f6fa18b6f__250714_1634.wav,metricgan,medium,prep/data/raw/2025/09/08/a1c13511c80de1f73d24c0ca08aa0d91f996f83f8807d0c0f632690f6fa18b6f__250714_1634.wav,44100,44100,26.644898,26.644943,-1.701,-0.944,0.757,-21.944,-20.581,1.363,0.0,0.0,0.0,10.283689,9.590792,-0.692897,0.000677,0.000183,-0.000494,843.479,780.715,-62.764,-21.005,-19.346,1.659,8.239729,9.403303,1.163574,,,,,,,,,,,,,,,,,,,,0.720615,0.681311,-0.039304,10,11,0.249016,0.258888,1.22199,1.211808,3.274181,3.327289,0.361197,0.231337,0.97725,0.785905,,,,
enh/metricgan/medium/data/raw/2025/09/08/a7d56e4890a6cc957eb136ba881bebe96ade25bdffd8f9f1dae6dde525890b98__250820_1932.wav,metricgan,medium,prep/data/raw/2025/09/08/a7d56e4890a6cc957eb136ba881bebe96ade25bdffd8f9f1dae6dde525890b98__250820_1932.wav,44100,44100,87.007959,87.008005,-1.0,-0.993,0.007,-21.135,-21.337,-0.202,0.0,0.0,0.0,10.156872,10.403174,0.246302,0.00064,0.0005,-0.00014,887.555,870.865,-16.69,-19.928,-20.06,-0.132,9.442536,9.748729,0.306193,,,,,,,,,,,,,,,,,,,,0.708304,0.669665,-0.038639,23,19,0.125018,0.120679,1.432547,1.654572,3.969804,4.534007,0.202241,0.233467,1.395645,1.181073,,,,
enh/metricgan/medium/data/raw/2025/09/08/ae10cc9c1980c0909042445a9505c4646571ccfd6dd4b2b9266b1d157d7a9016__250728_0928.wav,metricgan,medium,prep/data/raw/2025/09/08/ae10cc9c1980c0909042445a9505c4646571ccfd6dd4b2b9266b1d157d7a9016__250728_0928.wav,44100,44100,144.730816,144.730884,-1.0,-0.931,0.069,-20.054,-20.029,0.025,0.0,0.0,0.0,8.967949,9.013961,0.046012,0.00106,0.000632,-0.000428,931.884,820.379,-111.505,-19.036,-18.951,0.085,11.315026,11.905283,0.590257,,,,,,,,,,,,,,,,,,,,0.723214,0.702186,-0.021028,31,24,0.137541,0.10315,1.635428,1.640268,4.952491,6.146898,0.173407,0.083522,1.148472,1.46199,,,,
enh/metricgan/medium/data/raw/2025/09/08/aff8ee3f05ba1de54c72dcd32caf0e47eef5033e08ba2d5322998d8017360fff__250820_2000.wav,metricgan,medium,prep/data/raw/2025/09/08/aff8ee3f05ba1de54c72dcd32caf0e47eef5033e08ba2d5322998d8017360fff__250820_2000.wav,44100,44100,119.071429,119.071451,-1.0,-1.008,-0.008,-21.995,-22.72,-0.725,0.0,0.0,0.0,11.213157,12.178684,0.965527,0.003512,0.001593,-0.001919,922.519,760.147,-162.372,-20.528,-21.1,-0.572,9.336014,9.799443,0.463429,,,,,,,,,,,,,,,,,,,,0.707659,0.697188,-0.010471,24,15,0.123117,0.111245,1.639836,1.874495,4.964123,7.088777,0.181479,0.318966,1.319425,1.072374,,,,
enh/metricgan/medium/data/raw/2025/09/08/b3b72dfcdbd8b6e43d79df299839965c02944e733ab5c0e65812ac7d6c454d4b__250820_1543.wav,metricgan,medium,prep/data/raw/2025/09/08/b3b72dfcdbd8b6e43d79df299839965c02944e733ab5c0e65812ac7d6c454d4b__250820_1543.wav,44100,44100,29.173673,29.173696,-1.0,-0.923,0.077,-20.348,-20.43,-0.082,0.0,0.0,0.0,9.276343,9.448015,0.171672,0.000513,0.00049,-2.3e-05,850.476,791.1,-59.376,-19.334,-19.323,0.011,10.627745,11.61093,0.983185,,,,,,,,,,,,,,,,,,,,0.742888,0.708623,-0.034265,10,10,0.260623,0.246114,1.276258,1.221516,3.760604,4.037351,0.223253,0.265613,0.846511,0.774408,,,,
enh/metricgan/medium/data/raw/2025/09/08/b675bdc693ef39b0d7dde73901250f95b12aee2e6b2491ef0c3fe11989caf4ff__250820_1957.wav,metricgan,medium,prep/data/raw/2025/09/08/b675bdc693ef39b0d7dde73901250f95b12aee2e6b2491ef0c3fe11989caf4ff__250820_1957.wav,44100,44100,125.01,125.01,-1.0,-0.928,0.072,-20.491,-20.99,-0.499,0.0,0.0,0.0,9.43094,10.072495,0.641555,0.001338,0.00084,-0.000498,839.717,773.192,-66.525,-19.158,-19.544,-0.386,9.013253,9.621459,0.608206,,,,,,,,,,,,,,,,,,,,0.708251,0.677698,-0.030553,28,19,0.129644,0.11734,1.702939,1.731491,4.804014,6.769734,0.250481,0.339906,1.27985,1.186765,,,,
enh/metricgan/medium/data/raw/2025/09/08/bacee44590f4f10dcbf347c6f8033cb9e693ae282d2da6a9f03a19916ed9b755__250805_1403.wav,metricgan,medium,prep/data/raw/2025/09/08/bacee44590f4f10dcbf347c6f8033cb9e693ae282d2da6a9f03a19916ed9b755__250805_1403.wav,44100,44100,83.487347,83.037392,-1.0,-1.002,-0.002,-20.273,-19.725,0.548,0.0,0.0,0.0,9.1967,8.632567,-0.564133,0.000791,0.000443,-0.000348,930.425,869.415,-61.01,-19.377,-18.815,0.562,11.528201,12.257542,0.729341,,,,,,,,,,,,,,,,,,,,0.743775,0.738202,-0.005573,24,21,0.124356,0.102407,1.415096,1.411216,3.556123,3.78328,0.21246,0.240753,1.443023,1.986784,,,,
enh/metricgan/medium/data/raw/2025/09/08/bc1c812f58d7a8814ab2cfa4d81d5ba6d0a3ece42c884e11822ecb9479a71a7d__250805_1401.wav,metricgan,medium,prep/data/raw/2025/09/08/bc1c812f58d7a8814ab2cfa4d81d5ba6d0a3ece42c884e11822ecb9479a71a7d__250805_1401.wav,44100,44100,82.279592,82.279637,-1.0,-0.838,0.162,-20.978,-20.701,0.277,0.0,0.0,0.0,9.974645,9.843919,-0.130726,0.00143,0.000771,-0.000659,1007.926,885.145,-122.781,-19.739,-19.451,0.288,11.291969,11.299964,0.007995,,,,,,,,,,,,,,,,,,,,0.753693,0.7292,-0.024493,26,15,0.189421,0.148566,1.355869,1.64526,3.877414,5.046282,0.245393,0.339445,1.675491,1.277174,,,,
enh/metricgan/medium/data/raw/2025/09/08/c352a5b75b40511bbbd6e6397cd488d411ce7fb4d47b6ccafe0a64cf20cfc4cf__250820_1544_01.wav,metricgan,medium,prep/data/raw/2025/09/08/c352a5b75b40511bbbd6e6397cd488d411ce7fb4d47b6ccafe0a64cf20cfc4cf__250820_1544_01.wav,44100,44100,193.922245,193.922268,-1.0,-0.827,0.173,-20.865,-20.788,0.077,0.0,0.0,0.0,9.845351,9.95473,0.109379,0.000587,0.000438,-0.000149,864.912,824.973,-39.939,-19.99,-19.875,0.115,10.810225,11.697626,0.887401,,,,,,,,,,,,,,,,,,,,0.708411,0.703753,-0.004658,36,24,0.108588,0.048071,1.741404,1.747633,4.901118,5.747988,0.230082,0.262122,1.573809,1.706566,,,,
enh/metricgan/medium/data/raw/2025/09/08/c3a3d60ba26fb94257a6f975143b6877602ca8a73186b4c2eada7301c86b4dd9__250820_2002.wav,metricgan,medium,prep/data/raw/2025/09/08/c3a3d60ba26fb94257a6f975143b6877602ca8a73186b4c2eada7301c86b4dd9__250820_2002.wav,44100,44100,91.846531,91.846576,-1.0,-0.843,0.157,-22.181,-21.24,0.941,0.0,0.0,0.0,11.456484,10.467081,-0.989403,0.001459,0.000939,-0.00052,1075.779,970.043,-105.736,-20.855,-19.813,1.042,9.48151,9.940142,0.458632,,,,,,,,,,,,,,,,,,,,0.651985,0.662139,0.010154,26,19,0.146604,0.113391,1.548572,1.645521,4.294674,5.406816,0.16965,0.174016,1.16012,0.966907,,,,
enh/metricgan/medium/data/raw/2025/09/08/c478f28aac2b1ddb78e25aa04116d86cdce826dd4c07b70e482313268f75fa6a__250714_1634_01.wav,metricgan,medium,prep/data/raw/2025/09/08/c478f28aac2b1ddb78e25aa04116d86cdce826dd4c07b70e482313268f75fa6a__250714_1634_01.wav,44100,44100,83.722449,83.722517,-1.0,-0.976,0.024,-21.396,-21.38,0.016,0.0,0.0,0.0,10.466828,10.476524,0.009696,0.000393,0.000183,-0.00021,861.789,861.389,-0.4,-20.893,-20.694,0.199,7.504936,8.853016,1.34808,,,,,,,,,,,,,,,,,,,,0.727374,0.708518,-0.018856,30,24,0.162883,0.157474,1.487175,1.598688,3.334331,3.722203,0.254075,0.18122,1.00905,0.654293,,,,
enh/metricgan/medium/data/raw/2025/09/08/c68976736d2e914f499af55bdd1d3ccece530051225422c30ba9044585a1aff9__250820_1541.wav,metricgan,medium,prep/data/raw/2025/09/08/c68976736d2e914f499af55bdd1d3ccece530051225422c30ba9044585a1aff9__250820_1541.wav,44100,44100,20.662857,20.21288,-1.0,-0.978,0.022,-23.068,-22.323,0.745,0.0,0.0,0.0,12.688115,11.675555,-1.01256,0.000763,0.000539,-0.000224,836.838,754.19,-82.648,-21.996,-21.339,0.657,9.755614,10.843268,1.087654,,,,,,,,,,,,,,,,,,,,0.712386,0.7009,-0.011486,8,7,0.155031,0.264054,1.186094,1.31169,2.652352,3.588185,0.327433,0.427188,0.945247,0.536656,,,,
enh/metricgan/medium/data/raw/2025/09/08/c82dcad81d1d2580cb7c0bc3dced4fad16093990997dda3c443c76f9b231c19a__250714_1630.wav,metricgan,medium,prep/data/raw/2025/09/08/c82dcad81d1d2580cb7c0bc3dced4fad16093990997dda3c443c76f9b231c19a__250714_1630.wav,44100,44100,53.498776,53.498821,-1.0,-0.919,0.081,-21.264,-22.334,-1.07,0.0,0.0,0.0,10.308824,11.769367,1.460543,0.000336,0.0002,-0.000136,716.539,726.293,9.754,-20.535,-21.58,-1.045,9.226528,10.109418,0.88289,,,,,,,,,,,,,,,,,,,,0.733243,0.712164,-0.021079,20,18,0.126969,0.131876,1.336974,1.565785,2.741071,3.135756,0.298991,0.268393,1.581784,0.961716,,,,
enh/metricgan/medium/data/raw/2025/09/08/df5c7a3423dd07c7c527615359dcf78149587b1be39ec227e9a058012ed33c35__250714_1629.wav,metricgan,medium,prep/data/raw/2025/09/08/df5c7a3423dd07c7c527615359dcf78149587b1be39ec227e9a058012ed33c35__250714_1629.wav,44100,44100,9.221224,9.22127,-2.028,-0.993,1.035,-25.26,-22.421,2.839,0.0,0.0,0.0,14.507037,11.787706,-2.719331,0.000841,0.000289,-0.000552,869.251,785.276,-83.975,-22.321,-19.256,3.065,7.064571,7.88232,0.817749,,,,,,,,,,,,,,,,,,,,0.735375,0.691162,-0.044213,4,5,0.305466,0.277832,0.996864,0.951083,3.207397,2.909642,0.504495,0.425584,0.472377,0.340151,,,,
enh/metricgan/medium/data/raw/2025/09/08/e7cf2e4a32d69175644e4e4cc81312bed19479683da713810de4c746ef135373__250728_0917.wav,metricgan,medium,prep/data/raw/2025/09/08/e7cf2e4a32d69175644e4e4cc81312bed19479683da713810de4c746ef135373__250728_0917.wav,44100,44100,116.140408,116.140454,-1.0,-0.998,0.002,-19.787,-19.753,0.034,0.0,0.0,0.0,8.696729,8.66461,-0.032119,0.001223,0.000582,-0.000641,923.398,826.779,-96.619,-18.526,-18.465,0.061,11.571493,12.175669,0.604176,,,,,,,,,,,,,,,,,,,,0.711752,0.673512,-0.03824,27,22,0.13138,0.09819,1.552359,1.584111,4.459496,5.243956,0.260092,0.28265,1.241348,1.644892,,,,
enh/metricgan/medium/data/raw/2025/09/08/f7fd19d194b94c26b87b4d2dccbedd556d19897f4c87879df8a7070d790e4b2a__250820_1540_01.wav,metricgan,medium,prep/data/raw/2025/09/08/f7fd19d194b94c26b87b4d2dccbedd556d19897f4c87879df8a7070d790e4b2a__250820_1540_01.wav,44100,44100,27.807551,27.807574,-1.0,-0.981,0.019,-21.424,-20.122,1.302,0.0,0.0,0.0,10.500589,9.059325,-1.441264,0.000685,0.000444,-0.000241,845.936,778.837,-67.099,-20.605,-19.222,1.383,9.905217,10.660134,0.754917,,,,,,,,,,,,,,,,,,,,0.708362,0.713147,0.004785,7,6,0.229782,0.186511,1.537645,1.438037,4.368914,4.487135,0.286387,0.272481,0.61864,0.902671,,,,
enh/resemble_enh/medium/data/raw/2025/09/08/072ff6bbce11674348eacd0547b155a5699af26be74472800e3e79bf4c8708fe__250805_1410.wav,resemble_enh,medium,prep/data/raw/2025/09/08/072ff6bbce11674348eacd0547b155a5699af26be74472800e3e79bf4c8708fe__250805_1410.wav,44100,44100,70.50449,70.50449,-1.0,-1.0,0.0,-19.637,-19.637,0.0,0.0,0.0,0.0,8.547379,8.547379,0.0,0.000481,0.000481,0.0,998.823,998.823,0.0,-18.113,-18.113,0.0,9.904367,9.904367,0.0,,,,,,,,,,,,,,,,,,,,0.719326,0.719326,0.0,23,23,0.215442,0.215442,1.406038,1.406038,4.350191,4.350191,0.187722,0.187722,1.161091,1.161091,,,,
enh/resemble_enh/medium/data/raw/2025/09/08/115ad6db883bea6a592e6e16b74fd05f9761d2a212181ad691ea50e1da168896__250820_1542_01.wav,resemble_enh,medium,prep/data/raw/2025/09/08/115ad6db883bea6a592e6e16b74fd05f9761d2a212181ad691ea50e1da168896__250820_1542_01.wav,44100,44100,43.996735,43.996735,-1.0,-1.0,0.0,-19.644,-19.644,0.0,0.0,0.0,0.0,8.554827,8.554827,0.0,0.000662,0.000662,0.0,848.894,848.894,0.0,-18.6,-18.6,0.0,11.008009,11.008009,0.0,,,,,,,,,,,,,,,,,,,,0.707408,0.707408,0.0,15,15,0.18926,0.18926,1.324843,1.324843,3.601258,3.601258,0.181648,0.181648,1.040278,1.040278,,,,
enh/resemble_enh/medium/data/raw/2025/09/08/12084eba1a10ed7454625cd2739c2de098eb3f9270247626e60000aa72c44a2c__250820_1933.wav,resemble_enh,medium,prep/data/raw/2025/09/08/12084eba1a10ed7454625cd2739c2de098eb3f9270247626e60000aa72c44a2c__250820_1933.wav,44100,44100,67.105306,67.105306,-1.0,-1.0,0.0,-20.954,-20.954,0.0,0.0,0.0,0.0,9.947254,9.947254,0.0,0.000432,0.000432,0.0,747.98,747.98,0.0,-20.29,-20.29,0.0,10.389561,10.389561,0.0,,,,,,,,,,,,,,,,,,,,0.740298,0.740298,0.0,14,14,0.11805,0.11805,1.486495,1.486495,3.581001,3.581001,0.200411,0.200411,1.554619,1.554619,,,,
enh/resemble_enh/medium/data/raw/2025/09/08/138515212831618930e641ff8b2effdc07997d1e4995e330554f72d0d472924b__250820_1548.wav,resemble_enh,medium,prep/data/raw/2025/09/08/138515212831618930e641ff8b2effdc07997d1e4995e330554f72d0d472924b__250820_1548.wav,44100,44100,91.187551,91.187551,-1.0,-1.0,0.0,-21.086,-21.086,0.0,0.0,0.0,0.0,10.099336,10.099336,0.0,0.000673,0.000673,0.0,877.916,877.916,0.0,-19.926,-19.926,0.0,11.165916,11.165916,0.0,,,,,,,,,,,,,,,,,,,,0.703458,0.703458,0.0,29,29,0.096462,0.096462,1.454508,1.454508,3.620681,3.620681,0.26336,0.26336,1.262493,1.262493,,,,
enh/resemble_enh/medium/data/raw/2025/09/08/1469c6d5be16c5794f75f8b5ee50074b4d498b34ee9f4a15e52634057e13e3cb__250728_0911.wav,resemble_enh,medium,prep/data/raw/2025/09/08/1469c6d5be16c5794f75f8b5ee50074b4d498b34ee9f4a15e52634057e13e3cb__250728_0911.wav,44100,44100,163.16551,163.16551,-1.0,-1.0,0.0,-19.565,-19.565,0.0,0.0,0.0,0.0,8.476537,8.476537,0.0,0.001631,0.001631,0.0,1022.761,1022.761,0.0,-18.111,-18.111,0.0,10.855817,10.855817,0.0,,,,,,,,,,,,,,,,,,,,0.721381,0.721381,0.0,28,28,0.140983,0.140983,1.726065,1.726065,6.042894,6.042894,0.214146,0.214146,1.283201,1.283201,,,,
enh/resemble_enh/medium/data/raw/2025/09/08/16543449086b8cb78ed5bafebbec6a5cf54c0ce74d1702b6eb3be91fade9a8d5__250728_0924.wav,resemble_enh,medium,prep/data/raw/2025/09/08/16543449086b8cb78ed5bafebbec6a5cf54c0ce74d1702b6eb3be91fade9a8d5__250728_0924.wav,44100,44100,131.421837,131.421837,-1.0,-1.0,0.0,-20.582,-20.582,0.0,0.0,0.0,0.0,9.529988,9.529988,0.0,0.001449,0.001449,0.0,875.152,875.152,0.0,-19.087,-19.087,0.0,10.972291,10.972291,0.0,,,,,,,,,,,,,,,,,,,,0.731271,0.731271,0.0,25,25,0.097557,0.097557,1.553029,1.553029,4.437809,4.437809,0.169231,0.169231,1.564697,1.564697,,,,
enh/resemble_enh/medium/data/raw/2025/09/08/166ef3101465e2cc2ba05cae7010abdfa2d78de9525bb90b17889011a8cb25d5__250728_0938.wav,resemble_enh,medium,prep/data/raw/2025/09/08/166ef3101465e2cc2ba05cae7010abdfa2d78de9525bb90b17889011a8cb25d5__250728_0938.wav,44100,44100,130.272653,130.272653,-1.0,-1.0,0.0,-19.708,-19.708,0.0,0.0,0.0,0.0,8.617578,8.617578,0.0,0.001189,0.001189,0.0,871.95,871.95,0.0,-18.584,-18.584,0.0,11.611293,11.611293,0.0,,,,,,,,,,,,,,,,,,,,0.749649,0.749649,0.0,29,29,0.094292,0.094292,1.471606,1.471606,3.89324,3.89324,0.261239,0.261239,2.187577,2.187577,,,,
enh/resemble_enh/medium/data/raw/2025/09/08/190b5750faeba13be9107a4b7d790a839b2cf992fd2aeb01be729c76e81bbf57__250728_0919.wav,resemble_enh,medium,prep/data/raw/2025/09/08/190b5750faeba13be9107a4b7d790a839b2cf992fd2aeb01be729c76e81bbf57__250728_0919.wav,44100,44100,95.007347,94.317347,-1.0,-1.0,0.0,-19.53,-19.498,0.032,0.0,0.0,0.0,8.442766,8.412082,-0.030684,0.001885,0.001853,-3.2e-05,1111.084,1102.951,-8.133,-18.262,-18.255,0.007,10.898335,10.979565,0.08123,,,,,,,,,,,,,,,,,,,,0.750118,0.745356,-0.004762,17,16,0.139824,0.118015,1.643284,1.682802,5.056126,4.741452,0.267567,0.283893,1.424809,1.68392,,,,
