rel_enh,backend,preset,rel_prep,sr_in,sr_out,dur_in_s,dur_out_s,peak_in_dbfs,peak_out_dbfs,delta_peak_db,rms_in_dbfs,rms_out_dbfs,delta_rms_db,clip_in_pct,clip_out_pct,delta_clip_pct,crest_in,crest_out,delta_crest,flat_in,flat_out,delta_flat,centroid_in_hz,centroid_out_hz,delta_centroid_hz,lufs_in,lufs_out,delta_lufs,srmr_in,srmr_out,delta_srmr,error,vad_speech_ratio_in,vad_speech_ratio_out,delta_vad_speech_ratio,vad_seg_count_in,vad_seg_count_out,delta_vad_seg_count,vad_seg_mean_dur_in_s,vad_seg_mean_dur_out_s,delta_vad_seg_mean_dur_s,speech_level_in_dbfs,speech_level_out_dbfs,delta_speech_level_db,nonspeech_level_in_dbfs,nonspeech_level_out_dbfs,delta_nonspeech_level_db,speech_nonspeech_snr_in_db,speech_nonspeech_snr_out_db,delta_speech_nonspeech_snr_db,emb_temporal_smoothness_in,emb_temporal_smoothness_out,delta_emb_temporal_smoothness,num_clusters_in,num_clusters_out,silhouette_in,silhouette_out,db_index_in,db_index_out,calinski_harabasz_in,calinski_harabasz_out,between_cluster_min_cos_in,between_cluster_min_cos_out,cluster_size_cv_in,cluster_size_cv_out,rtf_out,dnsmos_sig_out,dnsmos_bak_out,dnsmos_ovrl_out
enh/sepformer/medium/data/raw/2025/09/08/072ff6bbce11674348eacd0547b155a5699af26be74472800e3e79bf4c8708fe__250805_1410.wav,sepformer,medium,prep/data/raw/2025/09/08/072ff6bbce11674348eacd0547b155a5699af26be74472800e3e79bf4c8708fe__250805_1410.wav,44100,44100,70.50449,70.504512,-1.0,-1.005,-0.005,-19.637,-19.15,0.487,0.0,0.0,0.0,8.547379,8.077085,-0.470294,0.000481,0.000574,9.3e-05,998.823,841.737,-157.086,-18.113,-17.723,0.39,9.904367,10.26808,0.363713,,,,,,,,,,,,,,,,,,,,0.719326,0.671562,-0.047764,23,15,0.215442,0.194369,1.406038,1.543378,4.350191,6.035702,0.187722,0.279531,1.161091,1.071822,,,,
enh/sepformer/medium/data/raw/2025/09/08/115ad6db883bea6a592e6e16b74fd05f9761d2a212181ad691ea50e1da168896__250820_1542_01.wav,sepformer,medium,prep/data/raw/2025/09/08/115ad6db883bea6a592e6e16b74fd05f9761d2a212181ad691ea50e1da168896__250820_1542_01.wav,44100,44100,43.996735,43.996757,-1.0,-1.019,-0.019,-19.644,-19.461,0.183,0.0,0.0,0.0,8.554827,8.358006,-0.196821,0.000662,0.000505,-0.000157,848.894,749.112,-99.782,-18.6,-18.441,0.159,11.008009,12.0706,1.062591,,,,,,,,,,,,,,,,,,,,0.707408,0.663012,-0.044396,15,14,0.18926,0.14653,1.324843,1.422332,3.601258,4.005227,0.181648,0.168569,1.040278,0.925844,,,,
enh/sepformer/medium/data/raw/2025/09/08/12084eba1a10ed7454625cd2739c2de098eb3f9270247626e60000aa72c44a2c__250820_1933.wav,sepformer,medium,prep/data/raw/2025/09/08/12084eba1a10ed7454625cd2739c2de098eb3f9270247626e60000aa72c44a2c__250820_1933.wav,44100,44100,67.105306,67.105329,-1.0,-0.883,0.117,-20.954,-19.833,1.121,0.0,0.0,0.0,9.947254,8.860743,-1.086511,0.000432,0.000427,-5e-06,747.98,700.155,-47.825,-20.29,-19.116,1.174,10.389561,12.016992,1.627431,,,,,,,,,,,,,,,,,,,,0.740298,0.702,-0.038298,14,13,0.11805,0.10533,1.486495,1.443896,3.581001,4.517647,0.200411,0.266051,1.554619,1.308744,,,,
enh/sepformer/medium/data/raw/2025/09/08/138515212831618930e641ff8b2effdc07997d1e4995e330554f72d0d472924b__250820_1548.wav,sepformer,medium,prep/data/raw/2025/09/08/138515212831618930e641ff8b2effdc07997d1e4995e330554f72d0d472924b__250820_1548.wav,44100,44100,91.187551,91.187574,-1.0,-0.96,0.04,-21.086,-21.781,-0.695,0.0,0.0,0.0,10.099336,10.99254,0.893204,0.000673,0.000784,0.000111,877.916,791.108,-86.808,-19.926,-20.549,-0.623,11.165916,11.82141,0.655494,,,,,,,,,,,,,,,,,,,,0.703458,0.690422,-0.013036,29,13,0.096462,0.155746,1.454508,1.548713,3.620681,6.251842,0.26336,0.431129,1.262493,1.326912,,,,
enh/sepformer/medium/data/raw/2025/09/08/1469c6d5be16c5794f75f8b5ee50074b4d498b34ee9f4a15e52634057e13e3cb__250728_0911.wav,sepformer,medium,prep/data/raw/2025/09/08/1469c6d5be16c5794f75f8b5ee50074b4d498b34ee9f4a15e52634057e13e3cb__250728_0911.wav,44100,44100,163.16551,163.165578,-1.0,-1.01,-0.01,-19.565,-19.516,0.049,0.0,0.0,0.0,8.476537,8.419893,-0.056644,0.001631,0.000856,-0.000775,1022.761,863.771,-158.99,-18.111,-17.981,0.13,10.855817,11.040697,0.18488,,,,,,,,,,,,,,,,,,,,0.721381,0.68462,-0.036761,28,24,0.140983,0.096578,1.726065,1.658665,6.042894,7.384897,0.214146,0.214342,1.283201,1.199708,,,,
enh/sepformer/medium/data/raw/2025/09/08/16543449086b8cb78ed5bafebbec6a5cf54c0ce74d1702b6eb3be91fade9a8d5__250728_0924.wav,sepformer,medium,prep/data/raw/2025/09/08/16543449086b8cb78ed5bafebbec6a5cf54c0ce74d1702b6eb3be91fade9a8d5__250728_0924.wav,44100,44100,131.421837,131.421882,-1.0,-0.903,0.097,-20.582,-20.897,-0.315,0.0,0.0,0.0,9.529988,9.993586,0.463598,0.001449,0.000897,-0.000552,875.152,757.665,-117.487,-19.087,-19.248,-0.161,10.972291,11.252636,0.280345,,,,,,,,,,,,,,,,,,,,0.731271,0.672999,-0.058272,25,18,0.097557,0.118287,1.553029,1.734456,4.437809,7.006238,0.169231,0.214327,1.564697,1.380603,,,,
enh/sepformer/medium/data/raw/2025/09/08/166ef3101465e2cc2ba05cae7010abdfa2d78de9525bb90b17889011a8cb25d5__250728_0938.wav,sepformer,medium,prep/data/raw/2025/09/08/166ef3101465e2cc2ba05cae7010abdfa2d78de9525bb90b17889011a8cb25d5__250728_0938.wav,44100,44100,130.272653,130.272698,-1.0,-1.024,-0.024,-19.708,-19.573,0.135,0.0,0.0,0.0,8.617578,8.461386,-0.156192,0.001189,0.000732,-0.000457,871.95,764.56,-107.39,-18.584,-18.318,0.266,11.611293,11.818187,0.206894,,,,,,,,,,,,,,,,,,,,0.749649,0.722872,-0.026777,29,17,0.094292,0.094656,1.471606,1.755018,3.89324,6.666326,0.261239,0.138906,2.187577,1.614794,,,,
enh/sepformer/medium/data/raw/2025/09/08/190b5750faeba13be9107a4b7d790a839b2cf992fd2aeb01be729c76e81bbf57__250728_0919.wav,sepformer,medium,prep/data/raw/2025/09/08/190b5750faeba13be9107a4b7d790a839b2cf992fd2aeb01be729c76e81bbf57__250728_0919.wav,44100,44100,95.007347,94.317392,-1.0,-0.898,0.102,-19.53,-19.999,-0.469,0.0,0.0,0.0,8.442766,9.016705,0.573939,0.001885,0.000968,-0.000917,1111.084,915.574,-195.51,-18.262,-18.678,-0.416,10.898335,11.787406,0.889071,,,,,,,,,,,,,,,,,,,,0.750118,0.71526,-0.034858,17,12,0.139824,0.121453,1.643284,1.701103,5.056126,6.215826,0.267567,0.309326,1.424809,1.373338,,,,
enh/sepformer/medium/data/raw/2025/09/08/2279f1beb83a110a79e6272148ef3502ef281d8bed794468b2e2d64bff2d176b__250820_1541_01.wav,sepformer,medium,prep/data/raw/2025/09/08/2279f1beb83a110a79e6272148ef3502ef281d8bed794468b2e2d64bff2d176b__250820_1541_01.wav,44100,44100,10.848367,10.84839,-1.437,-1.013,0.424,-20.063,-19.422,0.641,0.0,0.0,0.0,8.536687,8.326596,-0.210091,0.000568,0.00055,-1.8e-05,758.919,700.92,-57.999,-19.889,-19.276,0.613,10.284198,11.625064,1.340866,,,,,,,,,,,,,,,,,,,,0.737194,0.733148,-0.004046,5,4,0.127117,0.329153,1.028401,1.1248,1.800681,3.308462,0.408901,0.586619,0.89707,0.666173,,,,
enh/sepformer/medium/data/raw/2025/09/08/26b514c690c6e87e899308505339df2ae59dd593e0286d7b705fc9daca9767a5__250805_1413.wav,sepformer,medium,prep/data/raw/2025/09/08/26b514c690c6e87e899308505339df2ae59dd593e0286d7b705fc9daca9767a5__250805_1413.wav,44100,44100,238.550204,238.070272,-1.0,-0.92,0.08,-22.908,-21.687,1.221,0.0,0.0,0.0,12.456279,10.923154,-1.533125,0.003896,0.001861,-0.002035,1097.887,850.807,-247.08,-21.543,-20.125,1.418,9.775405,10.046818,0.271413,,,,,,,,,,,,,,,,,,,,0.720759,0.680678,-0.040081,40,28,0.075673,0.069941,1.645379,1.630372,5.202598,7.845889,0.105316,0.184558,1.924732,1.644425,,,,
enh/sepformer/medium/data/raw/2025/09/08/26edbef0a328e3db3a12ecc3df4a6e3ff02fb471aeaadcf56a73dca729b819ef__250714_1632.wav,sepformer,medium,prep/data/raw/2025/09/08/26edbef0a328e3db3a12ecc3df4a6e3ff02fb471aeaadcf56a73dca729b819ef__250714_1632.wav,44100,44100,32.653061,32.653084,-1.0,-0.905,0.095,-21.788,-21.421,0.367,0.0,0.0,0.0,10.949825,10.611497,-0.338328,0.000517,0.000298,-0.000219,1002.642,1022.492,19.85,-21.16,-20.823,0.337,9.329477,11.097885,1.768408,,,,,,,,,,,,,,,,,,,,0.744575,0.721194,-0.023381,7,8,0.118856,0.153678,1.547728,1.643756,3.181493,3.499091,0.351053,0.345225,1.027402,0.936777,,,,
enh/sepformer/medium/data/raw/2025/09/08/2976162caa47ccbf60474e2881d5b637ecc0ff1f16a2464e813139a3f0402f95__250728_0930.wav,sepformer,medium,prep/data/raw/2025/09/08/2976162caa47ccbf60474e2881d5b637ecc0ff1f16a2464e813139a3f0402f95__250728_0930.wav,44100,44100,97.697959,97.698005,-1.0,-0.958,0.042,-18.75,-18.418,0.332,0.0,0.0,0.0,7.717357,7.46493,-0.252427,0.001681,0.000921,-0.00076,1016.537,838.084,-178.453,-17.718,-17.354,0.364,10.815422,11.780435,0.965013,,,,,,,,,,,,,,,,,,,,0.728851,0.725897,-0.002954,22,11,0.164533,0.146373,1.503208,1.785078,4.723695,8.475744,0.269689,0.325826,1.223653,1.025895,,,,
enh/sepformer/medium/data/raw/2025/09/08/29e7742142413441df77a420567b653c481f96e2a7c799b7764cf34da62a3a2f__250822_1320.wav,sepformer,medium,prep/data/raw/2025/09/08/29e7742142413441df77a420567b653c481f96e2a7c799b7764cf34da62a3a2f__250822_1320.wav,44100,44100,48.979592,48.979637,-1.572,-0.986,0.586,-26.84,-25.344,1.496,0.0,0.0,0.0,18.340227,16.51563,-1.824597,0.000281,0.000226,-5.5e-05,799.412,685.637,-113.775,-26.155,-19.281,6.874,2.802369,4.140461,1.338092,,,,,,,,,,,,,,,,,,,,0.812012,0.785917,-0.026095,12,12,0.244428,0.249471,1.100868,1.041973,4.780637,4.349939,0.159441,0.109782,1.826455,2.08276,,,,
enh/sepformer/medium/data/raw/2025/09/08/2b433ba18758689f072fb4243cafcee5c6e631f8a057c64476aefc0acecf0f8a__250805_1406.wav,sepformer,medium,prep/data/raw/2025/09/08/2b433ba18758689f072fb4243cafcee5c6e631f8a057c64476aefc0acecf0f8a__250805_1406.wav,44100,44100,101.694694,101.694762,-1.0,-0.988,0.012,-19.264,-19.392,-0.128,0.0,0.0,0.0,8.188074,8.321401,0.133327,0.000307,0.000335,2.8e-05,985.436,835.851,-149.585,-18.269,-18.406,-0.137,10.564892,11.192701,0.627809,,,,,,,,,,,,,,,,,,,,0.736035,0.741602,0.005567,35,22,0.167612,0.139391,1.338004,1.491213,3.921265,4.736449,0.060428,0.214479,1.1538,1.199242,,,,
enh/sepformer/medium/data/raw/2025/09/08/2e0e1fdf187de03e3aabefd202f827dc878723373a15104cf2c707fa16faf3f7__250805_1407.wav,sepformer,medium,prep/data/raw/2025/09/08/2e0e1fdf187de03e3aabefd202f827dc878723373a15104cf2c707fa16faf3f7__250805_1407.wav,44100,44100,46.497959,46.498005,-1.0,-0.998,0.002,-19.602,-20.048,-0.446,0.0,0.0,0.0,8.513239,8.963814,0.450575,0.000382,0.00047,8.8e-05,1019.974,876.523,-143.451,-18.349,-18.823,-0.474,11.530163,11.128143,-0.40202,,,,,,,,,,,,,,,,,,,,0.748857,0.727036,-0.021821,13,10,0.223796,0.205215,1.330683,1.361862,4.495184,4.452606,0.191403,0.183716,0.989388,1.20185,,,,
enh/sepformer/medium/data/raw/2025/09/08/3093e92265c9c5f99aa937e8e172f229d645c855a9308077d196ff6df6d086ea__250820_1539.wav,sepformer,medium,prep/data/raw/2025/09/08/3093e92265c9c5f99aa937e8e172f229d645c855a9308077d196ff6df6d086ea__250820_1539.wav,44100,44100,15.647347,15.647392,-1.0,-0.873,0.127,-21.392,-20.101,1.291,0.0,0.0,0.0,10.460891,9.148809,-1.312082,0.000593,0.000568,-2.5e-05,785.115,751.361,-33.754,-20.913,-19.462,1.451,9.448599,11.227224,1.778625,,,,,,,,,,,,,,,,,,,,0.783428,0.691861,-0.091567,6,6,0.251956,0.218744,1.303914,1.211671,2.609744,2.878976,0.415855,0.309532,0.559481,0.588439,,,,
enh/sepformer/medium/data/raw/2025/09/08/3397998d845e67f7f99bc80c67a2868f0a78380a57680a92061633d93f7f4882__250728_0937.wav,sepformer,medium,prep/data/raw/2025/09/08/3397998d845e67f7f99bc80c67a2868f0a78380a57680a92061633d93f7f4882__250728_0937.wav,44100,44100,41.248163,41.248209,-1.0,-0.947,0.053,-19.172,-19.455,-0.283,0.0,0.0,0.0,8.101681,8.421421,0.31974,0.001674,0.000836,-0.000838,1018.466,836.415,-182.051,-17.889,-18.064,-0.175,11.07151,11.986558,0.915048,,,,,,,,,,,,,,,,,,,,0.728394,0.689222,-0.039172,13,9,0.184615,0.17196,1.362382,1.457247,3.393364,4.828227,0.276116,0.189278,1.256099,0.981857,,,,
enh/sepformer/medium/data/raw/2025/09/08/38a64b4c6678ed9752dcb13ddced294d1e4c7a76628d604dbee194e3efb40e29__250728_0906.wav,sepformer,medium,prep/data/raw/2025/09/08/38a64b4c6678ed9752dcb13ddced294d1e4c7a76628d604dbee194e3efb40e29__250728_0906.wav,44100,44100,120.500816,117.470884,-1.0,-1.006,-0.006,-20.496,-20.209,0.287,0.0,0.0,0.0,9.435686,9.123656,-0.31203,0.001107,0.000628,-0.000479,937.971,826.11,-111.861,-19.207,-19.006,0.201,10.676842,11.5078,0.830958,,,,,,,,,,,,,,,,,,,,0.721822,0.708805,-0.013017,25,21,0.102139,0.066605,1.678594,1.450903,4.6559,5.252603,0.189731,0.204603,1.361951,1.635175,,,,
enh/sepformer/medium/data/raw/2025/09/08/3a4024ddabde86625bde8f22a7edd29412602a5767ef7f57bc9ba28a48ba5059__250805_1411.wav,sepformer,medium,prep/data/raw/2025/09/08/3a4024ddabde86625bde8f22a7edd29412602a5767ef7f57bc9ba28a48ba5059__250805_1411.wav,44100,44100,104.083265,104.083333,-1.0,-0.739,0.261,-21.289,-20.037,1.252,0.0,0.0,0.0,10.337975,9.22448,-1.113495,0.00068,0.000751,7.1e-05,1017.041,859.127,-157.914,-19.924,-18.714,1.21,10.060174,10.485207,0.425033,,,,,,,,,,,,,,,,,,,,0.720758,0.718923,-0.001835,31,17,0.157198,0.128192,1.371519,1.593585,4.149796,5.79696,0.202291,0.215699,1.274554,1.192085,,,,
enh/sepformer/medium/data/raw/2025/09/08/40723dc623cfd3d4a9963cb1819a647591d9fdfc86f88867774fce4acb956e2e__250728_0940.wav,sepformer,medium,prep/data/raw/2025/09/08/40723dc623cfd3d4a9963cb1819a647591d9fdfc86f88867774fce4acb956e2e__250728_0940.wav,44100,44100,89.26898,89.269002,-1.161,-0.805,0.356,-19.75,-19.882,-0.132,0.0,0.0,0.0,8.501114,8.992185,0.491071,0.001171,0.000737,-0.000434,964.243,832.163,-132.08,-18.586,-18.609,-0.023,10.789139,11.242083,0.452944,,,,,,,,,,,,,,,,,,,,0.73477,0.687654,-0.047116,17,13,0.132504,0.110543,1.789342,1.530354,4.242385,5.553481,0.299484,0.255372,1.209877,1.553508,,,,
enh/sepformer/medium/data/raw/2025/09/08/428b1ef5c92dd7ecdc7c54107ecf2e046ef42251610c0ba12244412fa65b4205__250820_2009.wav,sepformer,medium,prep/data/raw/2025/09/08/428b1ef5c92dd7ecdc7c54107ecf2e046ef42251610c0ba12244412fa65b4205__250820_2009.wav,44100,44100,183.588367,183.58839,-1.0,-0.92,0.08,-24.242,-24.241,0.001,0.0,0.0,0.0,14.52373,14.657678,0.133948,0.002219,0.001191,-0.001028,921.927,716.83,-205.097,-23.151,-22.931,0.22,7.774935,8.545578,0.770643,,,,,,,,,,,,,,,,,,,,0.688322,0.680995,-0.007327,39,21,0.101391,0.085543,1.593258,1.739309,4.505252,7.324249,0.254503,0.125217,1.632869,1.656439,,,,
enh/sepformer/medium/data/raw/2025/09/08/436386caea78dd252ff03f21db77ed3ad4d9264f6683832fd9b6a69480154deb__250820_1955.wav,sepformer,medium,prep/data/raw/2025/09/08/436386caea78dd252ff03f21db77ed3ad4d9264f6683832fd9b6a69480154deb__250820_1955.wav,44100,44100,133.203673,133.203696,-1.0,-0.754,0.246,-21.339,-22.042,-0.703,0.0,0.0,0.0,10.397746,11.598561,1.200815,0.001058,0.001035,-2.3e-05,906.459,808.31,-98.149,-20.229,-20.76,-0.531,9.589393,10.127505,0.538112,,,,,,,,,,,,,,,,,,,,0.696881,0.697438,0.000557,32,13,0.100378,0.102497,1.591547,1.931696,4.362838,8.53366,0.115952,0.324669,1.374201,1.226299,,,,
enh/sepformer/medium/data/raw/2025/09/08/448e406125cff7c673d260f7a18982fb51445dd29b670a6c4e8c31e2e826ff45__250728_0942.wav,sepformer,medium,prep/data/raw/2025/09/08/448e406125cff7c673d260f7a18982fb51445dd29b670a6c4e8c31e2e826ff45__250728_0942.wav,44100,44100,75.441633,75.441701,-1.554,-0.89,0.664,-20.614,-20.019,0.595,0.0,0.0,0.0,8.97433,9.046274,0.071944,0.001701,0.000794,-0.000907,987.347,800.659,-186.688,-19.217,-18.399,0.818,11.467299,11.994836,0.527537,,,,,,,,,,,,,,,,,,,,0.731256,0.683346,-0.04791,13,9,0.162629,0.141797,1.874897,1.803847,5.093358,8.028399,0.438625,0.343319,0.88843,0.917136,,,,
enh/sepformer/medium/data/raw/2025/09/08/4ef2d5461face4166f7b4fb9c086055f5254a93460e5c87b5d4994d0680664fd__250714_1632_01.wav,sepformer,medium,prep/data/raw/2025/09/08/4ef2d5461face4166f7b4fb9c086055f5254a93460e5c87b5d4994d0680664fd__250714_1632_01.wav,44100,44100,79.124898,79.124943,-1.0,-0.935,0.065,-21.932,-22.037,-0.105,0.0,0.0,0.0,11.133449,11.352572,0.219123,0.000404,0.000322,-8.2e-05,845.719,836.949,-8.77,-21.275,-21.258,0.017,7.913191,8.961009,1.047818,,,,,,,,,,,,,,,,,,,,0.717535,0.702474,-0.015061,26,16,0.153304,0.115604,1.387169,1.650889,3.6167,4.548173,0.249844,0.314281,1.007186,1.236764,,,,
enh/sepformer/medium/data/raw/2025/09/08/52701f4fa2514351bde702af10f7d8b4f8ea12bae519d4cdbbf9b18df92e3c2b__250820_1952.wav,sepformer,medium,prep/data/raw/2025/09/08/52701f4fa2514351bde702af10f7d8b4f8ea12bae519d4cdbbf9b18df92e3c2b__250820_1952.wav,44100,44100,172.225306,172.225329,-1.0,-0.967,0.033,-22.024,-22.013,0.011,0.0,0.0,0.0,11.250905,11.278995,0.02809,0.000903,0.001154,0.000251,1009.972,920.952,-89.02,-20.671,-20.602,0.069,9.283889,10.168303,0.884414,,,,,,,,,,,,,,,,,,,,0.673812,0.656898,-0.016914,37,23,0.105562,0.104698,1.597532,1.531715,5.065674,7.602288,0.121247,0.132904,1.709323,1.591652,,,,
enh/sepformer/medium/data/raw/2025/09/08/5722f1647c30d67d5f7c6bbe9221f671fd0f12ca0ae75bc4ef99a2158d29a1d0__250820_1540.wav,sepformer,medium,prep/data/raw/2025/09/08/5722f1647c30d67d5f7c6bbe9221f671fd0f12ca0ae75bc4ef99a2158d29a1d0__250820_1540.wav,44100,44100,23.183061,23.183084,-1.0,-0.926,0.074,-20.133,-19.257,0.876,0.0,0.0,0.0,9.049951,8.251205,-0.798746,0.00067,0.000615,-5.5e-05,781.555,749.466,-32.089,-19.36,-18.334,1.026,10.740368,11.969721,1.229353,,,,,,,,,,,,,,,,,,,,0.739984,0.693523,-0.046461,10,7,0.165533,0.160273,1.257977,1.444662,2.727446,3.384115,0.101375,0.204388,0.777966,0.767967,,,,
enh/sepformer/medium/data/raw/2025/09/08/5c2ad6043a903ee4989b70da850e6de75204c1c2c1e9ab9d595f812f2779a95f__250728_0914.wav,sepformer,medium,prep/data/raw/2025/09/08/5c2ad6043a903ee4989b70da850e6de75204c1c2c1e9ab9d595f812f2779a95f__250728_0914.wav,44100,44100,178.413265,178.413333,-1.0,-0.917,0.083,-19.605,-19.898,-0.293,0.0,0.0,0.0,8.51581,8.893122,0.377312,0.001277,0.000782,-0.000495,939.309,806.197,-133.112,-18.27,-18.386,-0.116,11.273021,11.578653,0.305632,,,,,,,,,,,,,,,,,,,,0.720632,0.699193,-0.021439,40,16,0.118186,0.093121,1.553153,1.876956,4.614707,9.506209,0.145435,0.295785,1.643631,1.224921,,,,
enh/sepformer/medium/data/raw/2025/09/08/5d4c7742b30af62c91777f92bdbaa267d5e4650e3c60e0833b39d81f5a16a679__250820_1542.wav,sepformer,medium,prep/data/raw/2025/09/08/5d4c7742b30af62c91777f92bdbaa267d5e4650e3c60e0833b39d81f5a16a679__250820_1542.wav,44100,44100,7.590816,7.590884,-1.0,-0.942,0.058,-20.663,-19.5,1.163,0.0,0.0,0.0,9.619305,8.469957,-1.149348,0.000324,0.000308,-1.6e-05,896.465,863.016,-33.449,-19.475,-18.386,1.089,6.962475,8.000517,1.038042,,,,,,,,,,,,,,,,,,,,0.692212,0.675979,-0.016233,4,5,0.279068,0.11233,0.984013,0.565291,2.88415,2.195663,0.266687,0.21962,0.484322,0.888889,,,,
enh/sepformer/medium/data/raw/2025/09/08/68d77e1211ad8d7de70bb869c49a8e561b7ce00c6ee23a5d5fff8c6175c125f6__250728_0908.wav,sepformer,medium,prep/data/raw/2025/09/08/68d77e1211ad8d7de70bb869c49a8e561b7ce00c6ee23a5d5fff8c6175c125f6__250728_0908.wav,44100,44100,132.417347,132.417392,-1.0,-1.002,-0.002,-20.271,-19.679,0.592,0.0,0.0,0.0,9.195018,8.587258,-0.60776,0.001443,0.000822,-0.000621,944.179,809.807,-134.372,-18.893,-18.252,0.641,11.326158,11.925774,0.599616,,,,,,,,,,,,,,,,,,,,0.678151,0.682258,0.004107,37,24,0.134351,0.09932,1.510366,1.605912,4.126866,5.568308,0.242735,0.206277,1.413313,1.648797,,,,
enh/sepformer/medium/data/raw/2025/09/08/7f72f6b93587d0ac73afa53fbd3fa8fbe3bdd720bab212cea69ef568b6aff45a__250714_1636.wav,sepformer,medium,prep/data/raw/2025/09/08/7f72f6b93587d0ac73afa53fbd3fa8fbe3bdd720bab212cea69ef568b6aff45a__250714_1636.wav,44100,44100,64.072449,64.072517,-1.0,-0.991,0.009,-22.136,-23.393,-1.257,0.0,0.0,0.0,11.397426,13.185076,1.78765,0.000516,0.000368,-0.000148,864.838,834.376,-30.462,-21.44,-22.487,-1.047,7.474037,9.36239,1.888353,,,,,,,,,,,,,,,,,,,,0.739335,0.719244,-0.020091,19,17,0.192497,0.154272,1.479332,1.506006,4.088604,3.976611,0.229685,0.205286,1.004384,0.990173,,,,
enh/sepformer/medium/data/raw/2025/09/08/82e73a5bbebf08a111d71f3f8530350306a39f2177e2487b63644e2fe727e648__250728_0922.wav,sepformer,medium,prep/data/raw/2025/09/08/82e73a5bbebf08a111d71f3f8530350306a39f2177e2487b63644e2fe727e648__250728_0922.wav,44100,44100,113.507755,113.507823,-1.0,-0.922,0.078,-20.818,-20.24,0.578,0.0,0.0,0.0,9.793027,9.244626,-0.548401,0.001748,0.000963,-0.000785,956.203,822.118,-134.085,-19.651,-18.967,0.684,11.371776,11.877466,0.50569,,,,,,,,,,,,,,,,,,,,0.734391,0.663717,-0.070674,28,19,0.117498,0.073404,1.529247,1.369304,4.146675,5.321055,0.160142,0.209836,1.330464,1.813309,,,,
enh/sepformer/medium/data/raw/2025/09/08/861f81ada6fdb0ab6e56ba910b291eb680ddda84209778cc755e4edd8414bb30__250816_1803.wav,sepformer,medium,prep/data/raw/2025/09/08/861f81ada6fdb0ab6e56ba910b291eb680ddda84209778cc755e4edd8414bb30__250816_1803.wav,44100,44100,11.62449,11.624512,-2.48,-0.925,1.555,-25.866,-24.289,1.577,0.0,0.0,0.0,14.768243,14.730691,-0.037552,0.002026,0.000819,-0.001207,1297.559,902.068,-395.491,-22.074,-19.577,2.497,4.536083,5.316692,0.780609,,,,,,,,,,,,,,,,,,,,0.640186,0.717649,0.077463,8,5,0.30764,0.222618,0.7347,1.238414,3.143779,3.078889,0.315807,0.426723,0.377964,0.524891,,,,
enh/sepformer/medium/data/raw/2025/09/08/8682186d89e962ebcf0c268dc7e536a2b4dbedbff360d05b8addcdd71352ab55__250728_0935.wav,sepformer,medium,prep/data/raw/2025/09/08/8682186d89e962ebcf0c268dc7e536a2b4dbedbff360d05b8addcdd71352ab55__250728_0935.wav,44100,44100,131.888163,131.888209,-1.0,-0.887,0.113,-19.857,-19.664,0.193,0.0,0.0,0.0,8.766823,8.686758,-0.080065,0.002184,0.000985,-0.001199,1115.182,819.612,-295.57,-18.445,-18.19,0.255,10.298665,10.919048,0.620383,,,,,,,,,,,,,,,,,,,,0.742653,0.677483,-0.06517,18,12,0.110342,0.115102,1.7122,1.793774,5.860895,9.725476,0.296175,0.24528,1.548656,1.222558,,,,
enh/sepformer/medium/data/raw/2025/09/08/87d3da66f260427a0d414d286512861614b0632e326f85037883f27f00b1c3b7__250820_1543_01.wav,sepformer,medium,prep/data/raw/2025/09/08/87d3da66f260427a0d414d286512861614b0632e326f85037883f27f00b1c3b7__250820_1543_01.wav,44100,44100,19.173878,19.173946,-1.0,-0.993,0.007,-19.868,-20.821,-0.953,0.0,0.0,0.0,8.778323,9.80355,1.025227,0.000666,0.000832,0.000166,895.644,827.559,-68.085,-18.879,-19.647,-0.768,8.646536,9.939161,1.292625,,,,,,,,,,,,,,,,,,,,0.63268,0.679701,0.047021,10,7,0.223474,0.191787,1.196008,1.250705,2.677349,3.565945,0.210324,0.216736,0.381881,0.777282,,,,
enh/sepformer/medium/data/raw/2025/09/08/903172ffbbfb9d2ff7f7232c7e3467a7e190ddb09cc22eb64351081091dc1e23__250820_1600.wav,sepformer,medium,prep/data/raw/2025/09/08/903172ffbbfb9d2ff7f7232c7e3467a7e190ddb09cc22eb64351081091dc1e23__250820_1600.wav,44100,44100,80.867959,80.868005,-1.0,-0.96,0.04,-23.546,-23.066,0.48,0.0,0.0,0.0,13.405684,12.74523,-0.660454,0.000943,0.000825,-0.000118,833.429,698.674,-134.755,-22.318,-21.75,0.568,10.193971,10.550108,0.356137,,,,,,,,,,,,,,,,,,,,0.717318,0.696474,-0.020844,18,15,0.097824,0.115583,1.504431,1.535882,3.724069,5.045326,0.272702,0.36638,1.320081,1.229821,,,,
